321	ANA	(10-10-3-3, 9-9-4-4, 11-11-1-1-1-1)
321	ANB	(9-9-4-4, 11-11-1-1-1-1, 7-7-6-6)
321	ANC	(11-11-1-1-1-1, 7-7-6-6, 11-11-2-2)
321	AND	(7-7-6-6, 11-11-2-2, 10-10-3-3)
321	ANE	(11-11-2-2, 10-10-3-3, 13-13)
321	ANF	(10-10-3-3, 13-13, 13-13)
321	ANG	(13-13, 13-13, 13-13)
321	ANH	(13-13, 13-13, 12-12-1-1)
321	ANI	(13-13, 12-12-1-1, 13-13)
321	ANJ	(12-12-1-1, 13-13, 11-11-1-1-1-1)
321	ANK	(13-13, 11-11-1-1-1-1, 6-6-5-5-2-2)
321	ANL	(11-11-1-1-1-1, 6-6-5-5-2-2, 13-13)
321	ANM	(6-6-5-5-2-2, 13-13, 9-9-4-4)
321	ANN	(13-13, 9-9-4-4, 4-4-4-4-2-2-1-1-1-1-1-1)
321	ANO	(9-9-4-4, 4-4-4-4-2-2-1-1-1-1-1-1, 8-8-5-5)
321	ANP	(4-4-4-4-2-2-1-1-1-1-1-1, 8-8-5-5, 4-4-4-4-2-2-2-2-1-1)
321	ANQ	(8-8-5-5, 4-4-4-4-2-2-2-2-1-1, 12-12-1-1)
321	ANR	(7-7-6-6, 8-8-5-5, 12-12-1-1)
321	ANS	(8-8-5-5, 12-12-1-1, 6-6-4-4-3-3)
321	ANT	(12-12-1-1, 6-6-4-4-3-3, 7-7-6-6)
321	ANU	(6-6-4-4-3-3, 7-7-6-6, 12-12-1-1)
321	ANV	(7-7-6-6, 12-12-1-1, 13-13)
321	ANW	(12-12-1-1, 13-13, 9-9-4-4)
321	ANX	(13-13, 9-9-4-4, 8-8-5-5)
321	ANY	(9-9-4-4, 8-8-5-5, 10-10-3-3)
321	ANZ	(8-8-5-5, 10-10-3-3, 9-9-4-4)
321	AOA	(8-8-3-3-2-2, 9-9-4-4, 6-6-5-5-2-2)
321	AOB	(9-9-4-4, 6-6-5-5-2-2, 12-12-1-1)
321	AOC	(6-6-5-5-2-2, 12-12-1-1, 13-13)
321	AOD	(12-12-1-1, 13-13, 9-9-4-4)
321	AOE	(13-13, 9-9-4-4, 8-8-3-3-2-2)
321	AOF	(9-9-4-4, 8-8-3-3-2-2, 13-13)
321	AOG	(8-8-3-3-2-2, 13-13, 13-13)
321	AOH	(13-13, 13-13, 13-13)
321	AOI	(13-13, 13-13, 8-8-2-2-2-2-1-1)
321	AOJ	(13-13, 8-8-2-2-2-2-1-1, 11-11-2-2)
321	AOK	(8-8-2-2-2-2-1-1, 11-11-2-2, 7-7-3-3-2-2-1-1)
321	AOL	(11-11-2-2, 7-7-3-3-2-2-1-1, 11-11-2-2)
321	AOM	(7-7-3-3-2-2-1-1, 11-11-2-2, 13-13)
321	AON	(11-11-2-2, 13-13, 11-11-2-2)
321	AOO	(13-13, 11-11-2-2, 13-13)
321	AOP	(11-11-2-2, 13-13, 13-13)
321	AOQ	(13-13, 13-13, 9-9-4-4)
321	AOR	(4-4-4-4-2-2-2-2-1-1, 12-12-1-1, 11-11-1-1-1-1)
321	AOS	(12-12-1-1, 11-11-1-1-1-1, 8-8-2-2-2-2-1-1)
321	AOT	(11-11-1-1-1-1, 8-8-2-2-2-2-1-1, 9-9-3-3-1-1)
